leg_state,treat_out,response,leg_democrat,leg_race,leg_gen
ME,0,1,0,1,0
ME,1,0,0,1,0
ME,1,1,0,1,0
ME,1,0,0,1,0
ME,0,0,1,1,1
ME,1,0,0,1,0
ME,1,0,1,1,1
ME,0,0,0,1,0
ME,1,1,0,1,0
ME,0,0,0,1,0
ME,1,0,0,1,0
ME,1,0,1,1,0
ME,0,0,0,1,0
ME,0,1,0,1,0
ME,1,0,0,1,0
ME,0,0,1,1,1
ME,0,0,0,1,0
ME,0,1,0,1,1
ME,0,1,0,1,1
ME,0,1,1,1,0
ME,1,0,1,1,1
ME,0,0,1,1,0
ME,0,1,1,1,1
ME,0,0,1,1,0
ME,0,1,0,1,0
ME,0,0,0,1,0
ME,0,0,0,1,1
ME,0,1,1,1,1
ME,1,0,0,1,0
ME,0,0,0,1,1
ME,0,1,1,1,0
ME,1,0,1,1,0
ME,0,0,1,1,1
ME,1,0,1,1,0
ME,1,0,1,1,0
ME,0,0,0,1,0
ME,1,0,1,1,1
ME,1,1,0,1,0
ME,0,1,1,1,1
ME,1,0,0,1,0
ME,1,1,0,1,0
ME,1,0,0,1,0
ME,1,0,1,1,1
ME,1,0,1,1,1
ME,0,0,0,1,0
ME,0,1,1,1,0
ME,0,0,0,1,1
ME,0,1,1,1,0
ME,0,0,1,1,0
ME,1,0,1,1,0
ME,1,1,1,1,1
ME,1,0,1,1,0
ME,1,1,1,1,0
ME,1,0,1,1,0
ME,0,0,0,1,0
ME,0,0,1,1,0
ME,1,0,0,1,0
ME,1,0,1,1,0
ME,0,1,1,1,0
ME,1,0,1,1,0
ME,1,0,1,1,1
ME,0,0,1,1,1
ME,0,0,1,1,0
ME,1,0,1,1,1
ME,1,1,0,1,0
ME,1,0,1,1,1
ME,0,0,1,1,1
ME,0,0,0,1,0
ME,1,0,0,1,0
ME,1,0,1,1,1
ME,0,0,1,1,0
ME,0,1,1,1,0
ME,0,0,0,1,0
ME,1,1,1,1,0
ME,0,1,0,1,0
ME,0,1,0,1,0
ME,1,1,0,1,0
ME,1,1,1,1,0
ME,1,0,1,1,1
ME,0,0,1,1,1
ME,1,0,0,1,0
ME,0,1,1,1,0
ME,1,0,0,1,0
ME,1,0,0,1,0
ME,0,1,0,1,0
ME,1,1,0,1,0
ME,0,0,0,1,0
ME,1,0,1,1,0
ME,1,1,1,1,0
ME,1,1,1,1,1
ME,1,0,1,1,0
ME,0,1,1,1,1
ME,1,0,1,1,1
ME,1,0,1,1,0
ME,0,1,1,1,1
ME,0,0,1,1,0
ME,0,0,1,1,1
ME,1,0,0,1,1
ME,0,0,1,1,0
ME,0,1,1,1,0
ME,0,0,1,1,1
ME,0,0,1,1,0
ME,0,1,1,1,0
ME,0,0,0,1,0
ME,1,0,1,1,0
ME,0,1,1,1,0
ME,0,1,1,1,0
ME,1,0,1,1,0
ME,1,0,0,1,1
ME,1,0,1,1,0
ME,1,0,1,1,0
ME,0,0,0,1,1
ME,1,0,0,1,1
ME,0,1,1,1,1
ME,0,0,0,1,0
MI,0,1,1,1,0
MI,0,0,1,2,1
MI,1,0,1,2,1
MI,0,0,1,2,0
MI,0,1,1,2,0
MI,1,0,1,1,0
MI,1,0,0,1,0
MI,1,0,1,1,0
MI,0,1,1,2,1
MI,0,0,1,1,0
MI,1,0,1,1,0
MI,1,1,1,1,0
MI,1,1,1,2,0
MI,0,0,0,1,0
MI,0,0,0,1,0
MI,1,1,1,1,0
MI,0,0,0,1,0
MI,0,1,1,1,0
MI,0,0,1,1,1
MI,0,0,1,1,0
MI,1,0,0,1,1
MI,0,1,1,1,0
MI,1,0,0,1,0
MI,1,0,1,1,0
MI,0,0,0,1,0
MI,0,1,1,1,0
MI,1,0,1,1,1
MI,0,1,0,1,0
MI,1,0,1,1,0
MI,1,0,0,1,0
MI,1,0,1,1,1
MI,1,0,0,1,0
MI,0,1,1,1,0
MI,0,1,1,1,1
MI,0,1,1,1,1
MI,0,1,1,1,1
MI,1,1,1,1,0
MI,1,0,0,1,0
MI,1,1,1,1,1
MI,1,0,1,1,1
MI,0,0,1,1,1
MI,0,0,1,1,0
MI,0,1,1,1,1
MI,0,1,0,1,0
MI,0,1,1,1,0
MI,0,1,0,1,0
MI,1,1,0,1,0
MI,1,1,1,1,0
MI,0,0,1,1,0
MI,1,1,1,1,1
MI,1,1,0,1,0
MI,1,0,0,1,1
MI,0,0,0,1,0
MI,0,1,1,2,0
MI,0,0,0,1,0
MI,1,1,1,2,0
MI,1,0,0,1,1
MI,1,1,0,1,0
MI,1,1,1,1,1
MI,0,0,0,1,0
MI,0,0,0,1,0
MI,0,1,1,1,0
MI,1,0,1,1,1
MI,0,1,0,1,0
MI,1,0,0,1,0
MI,1,1,1,1,0
MI,1,1,0,1,1
MI,0,0,0,1,1
MI,1,0,0,1,0
MI,0,0,0,1,0
MI,1,0,0,1,1
MI,1,0,1,1,0
MI,1,0,1,3,0
MI,0,1,1,1,0
MI,1,1,0,2,0
MI,0,1,1,1,1
MI,1,1,1,1,1
MI,1,0,1,2,1
MI,0,1,1,1,1
MI,0,1,1,1,1
MI,0,1,1,1,0
MI,0,1,0,1,0
MI,0,1,0,1,0
MI,0,0,1,2,0
MI,0,1,0,2,0
MI,1,1,1,1,1
MI,1,1,0,1,0
MI,0,1,1,1,0
MI,0,0,0,1,0
MI,1,1,1,1,1
MI,0,1,1,1,1
MI,1,0,1,1,0
MI,1,1,1,1,0
MI,0,1,0,1,0
MI,1,1,0,1,0
MI,0,1,0,1,0
MI,0,1,0,1,0
MI,1,1,1,2,0
MI,1,1,0,1,0
MI,0,1,0,1,1
MI,1,0,0,1,0
MI,0,1,0,1,1
MI,0,1,0,1,0
MI,1,0,0,1,0
MI,1,0,1,3,0
MI,1,1,1,1,0
MI,0,1,0,1,0
MI,0,1,0,1,0
MI,0,1,0,1,0
MI,1,1,0,1,0
MI,0,0,0,1,0
MI,1,1,0,1,0
MI,1,0,1,1,1
MI,1,1,1,1,0
MI,1,0,0,1,0
MI,1,1,0,1,0
MI,0,1,1,1,0
MI,0,0,0,1,0
MI,1,1,0,1,0
MI,0,1,0,1,0
MI,1,1,0,1,0
MI,0,1,1,1,0
MI,1,0,0,1,0
MI,1,1,1,1,0
MI,1,0,0,1,0
MI,1,0,0,1,0
MI,0,1,1,1,0
MI,0,1,1,1,0
MI,0,1,1,1,1
MI,1,0,1,1,0
MI,1,0,1,1,0
MN,1,0,1,1,0
MN,1,0,1,1,0
MN,1,1,1,1,1
MN,0,1,1,1,0
MN,0,1,1,1,0
MN,1,1,1,1,0
MN,1,0,0,1,0
MN,0,0,0,1,0
MN,1,1,0,1,0
MN,0,1,0,1,1
MN,1,0,1,1,1
MN,0,1,1,1,0
MN,0,0,0,1,0
MN,1,0,0,1,1
MN,0,0,1,1,0
MN,0,0,1,1,0
MN,1,1,1,1,0
MN,1,0,0,1,0
MN,0,0,1,1,0
MN,0,1,1,1,1
MN,1,0,0,1,1
MN,1,0,1,1,0
MN,0,0,0,1,0
MN,1,0,1,1,0
MN,1,1,0,1,0
MN,1,0,1,1,0
MN,0,0,1,1,1
MN,1,0,1,1,1
MN,0,1,1,1,1
MN,1,0,0,1,0
MN,0,1,0,1,1
MN,1,0,0,1,1
MN,0,1,0,1,1
MN,1,0,0,1,1
MN,0,1,0,1,0
MN,0,1,1,1,0
MN,1,0,1,1,0
MN,1,0,1,1,0
MN,0,1,1,1,0
MN,1,0,1,1,0
MN,1,0,0,1,0
MN,0,1,1,1,1
MN,0,0,1,1,0
MN,0,0,1,1,0
MN,0,0,0,1,0
MN,0,1,0,1,1
MN,1,0,1,1,0
MN,0,1,0,1,0
MN,0,1,1,6,0
MN,0,1,1,1,0
MN,0,1,0,1,0
MN,0,1,1,1,0
MN,1,0,1,1,1
MN,1,1,1,1,1
MN,1,0,1,1,0
MN,1,0,1,1,0
MN,1,1,1,1,0
MN,1,1,1,1,0
MN,1,0,1,6,1
MN,0,1,1,1,0
MN,1,0,1,1,1
MN,0,1,1,1,0
MN,0,0,1,1,0
MN,1,0,0,1,0
MN,0,1,1,1,0
MN,1,0,0,1,0
MN,0,1,0,1,0
MN,1,0,0,1,0
MN,0,0,1,1,1
MN,1,0,1,1,0
MN,0,1,1,1,0
MN,1,0,0,1,0
MN,1,0,1,1,0
MN,0,0,0,1,0
MN,0,0,1,1,0
MN,0,0,0,1,0
MN,0,1,1,1,0
MN,0,0,1,1,1
MN,1,0,0,1,1
MN,1,0,0,1,0
MN,1,0,1,1,0
MN,1,1,0,1,0
MN,0,1,0,1,0
MN,1,0,0,1,0
MN,1,1,0,1,0
MN,1,0,1,1,0
MN,1,0,1,1,0
MN,1,0,0,1,0
MN,1,0,0,1,0
MN,0,1,0,1,0
MN,0,1,0,1,0
MN,0,0,1,1,0
MN,1,0,1,1,1
MN,0,1,0,1,0
MN,0,1,0,1,0
MN,0,0,0,1,1
MN,1,1,1,1,0
MN,1,0,1,1,0
MN,0,0,1,1,1
MN,0,0,1,1,1
MN,1,0,1,1,1
MN,1,0,0,1,0
MN,0,1,0,1,0
MN,1,0,0,1,0
MN,0,0,1,1,1
MN,1,0,1,1,1
MN,1,0,1,1,0
MN,0,0,1,1,0
MN,1,0,0,1,0
MN,1,0,0,1,1
MN,1,1,0,1,0
MN,1,0,0,1,0
MN,1,0,0,1,1
MN,0,1,0,1,0
MN,1,0,0,1,0
MN,0,1,0,1,0
MN,0,1,0,1,0
MN,1,0,0,1,1
MN,0,1,0,1,0
MN,0,1,0,1,1
MN,1,0,1,1,0
MN,1,0,1,1,1
MN,0,0,1,1,0
MN,1,0,1,1,0
MN,1,0,1,1,0
MN,0,0,1,1,0
MN,0,1,1,1,1
MN,0,0,0,1,0
MN,1,0,1,1,0
MN,1,0,1,1,1
MN,0,1,0,1,1
MN,0,0,0,1,1
MN,1,0,1,1,0
MN,0,0,1,1,0
MN,0,0,1,1,0
MN,0,0,1,1,1
MN,1,0,1,1,0
MN,0,0,1,1,0
MN,0,0,1,1,1
MN,1,0,1,1,1
MN,0,0,1,1,1
MN,0,1,0,1,0
MN,1,1,0,1,0
MN,0,0,0,1,1
MN,0,1,1,1,0
MN,1,0,1,1,1
MN,1,0,1,1,1
MN,0,1,0,1,0
MN,1,0,1,1,0
MN,0,0,0,1,0
MN,1,1,0,1,0
MN,1,0,1,1,0
MN,1,1,0,1,1
MN,0,0,1,1,1
MN,0,0,1,1,1
MN,1,0,1,1,0
MN,1,0,1,1,1
MN,1,0,1,1,1
MN,0,0,1,1,1
MN,0,0,1,1,1
MN,1,1,0,1,0
MN,1,0,1,1,0
MN,1,0,1,1,0
MN,1,0,1,1,1
MN,0,0,1,1,0
MN,0,0,1,6,0
MN,0,0,1,3,0
MN,1,0,1,1,0
MN,0,0,1,1,1
MN,0,0,1,1,0
MN,0,0,1,1,0
MO,0,1,0,1,0
MO,1,1,1,1,1
MO,1,0,0,1,0
MO,1,1,0,1,0
MO,1,0,0,1,0
MO,1,1,1,1,1
MO,0,1,0,1,0
MO,1,0,0,1,1
MO,1,0,1,1,0
MO,0,1,1,1,0
MO,0,0,1,2,1
MO,0,1,1,1,0
MO,0,0,1,1,0
MO,0,0,0,1,0
MO,1,1,0,1,0
MO,1,0,1,1,0
MO,0,0,0,1,0
MO,0,1,0,1,1
MO,1,1,0,1,0
MO,1,0,0,1,0
MO,0,0,1,1,0
MO,0,1,1,1,0
MO,0,1,0,1,1
MO,1,0,1,1,0
MO,1,1,0,1,1
MO,1,0,0,1,1
MO,0,0,0,1,0
MO,1,0,0,1,0
MO,1,0,0,1,0
MO,1,0,0,1,1
MO,1,1,1,1,0
MO,0,0,0,1,0
MO,1,0,1,1,0
MO,0,0,1,1,1
MO,0,1,1,1,1
MO,1,1,0,1,0
MO,1,0,1,1,0
MO,1,1,0,1,0
MO,0,0,1,2,0
MO,0,0,0,1,0
MO,0,1,1,1,0
MO,1,0,1,1,0
MO,1,0,0,1,0
MO,0,1,0,1,0
MO,0,0,0,1,0
MO,0,1,0,1,0
MO,1,1,0,1,0
MO,0,1,0,1,0
MO,0,0,1,2,1
MO,0,0,1,2,0
MO,0,1,1,1,0
MO,1,1,1,1,0
MO,0,1,1,1,1
MO,1,0,0,1,0
MO,1,1,0,1,0
MO,0,1,1,1,0
MO,0,0,1,1,0
MO,1,0,1,1,0
MO,0,0,1,1,0
MO,1,0,0,1,0
MO,1,1,0,1,0
MO,1,0,1,2,0
MO,1,1,1,1,1
MO,1,1,1,2,1
MO,1,1,1,2,0
MO,1,1,1,2,1
MO,1,1,1,1,1
MO,1,0,1,1,1
MO,0,1,1,1,0
MO,0,0,1,1,0
MO,0,0,0,1,0
MO,0,1,1,1,1
MO,0,1,1,2,1
MO,0,0,1,2,0
MO,0,1,1,2,1
MO,0,0,1,2,0
MO,0,1,1,1,0
MO,1,0,1,1,0
MO,1,0,1,1,0
MO,0,1,1,1,1
MO,0,1,1,1,0
MO,1,0,1,2,0
MO,1,1,1,2,1
MO,1,0,1,1,1
MO,0,1,1,1,0
MO,1,0,0,1,0
MO,0,1,1,1,1
MO,1,0,0,1,0
MO,1,0,0,1,0
MO,0,0,0,1,0
MO,0,1,0,1,0
MO,1,0,1,1,0
MO,0,1,1,1,1
MO,0,1,0,1,1
MO,1,0,0,1,0
MO,1,0,0,1,0
MO,1,0,0,1,0
MO,1,0,1,1,1
MO,0,0,0,1,0
MO,1,0,0,3,0
MO,0,1,0,1,0
MO,1,0,1,1,1
MO,1,0,1,1,0
MO,0,1,1,1,0
MO,0,1,1,1,0
MO,0,1,1,1,0
MO,1,0,1,1,0
MO,1,0,0,1,0
MO,0,1,1,1,1
MO,1,0,1,1,0
MO,0,1,0,1,0
MO,0,1,1,1,1
MO,1,0,0,1,0
MO,1,0,0,1,0
MO,0,0,0,1,0
MO,1,0,0,1,0
MO,0,1,0,1,0
MO,0,0,0,1,0
MO,0,1,0,1,0
MO,1,1,0,1,0
MO,1,0,0,1,0
MO,1,0,0,1,0
MO,1,0,0,1,0
MO,0,1,0,1,0
MO,1,1,0,1,0
MO,1,0,1,1,0
MO,0,1,0,1,0
MO,1,1,0,1,0
MO,0,1,0,1,0
MO,0,1,0,1,0
MO,0,1,0,1,0
MO,1,0,0,1,0
MO,1,1,0,1,1
MO,0,1,0,1,0
MO,0,1,0,1,0
MO,1,0,0,1,0
MO,0,0,0,1,0
MO,1,1,0,1,0
MO,1,0,0,1,0
MO,1,0,0,1,0
MO,0,1,0,1,0
MO,1,0,0,1,0
MO,0,1,0,1,0
MO,0,1,0,1,0
MO,0,0,0,1,0
MO,1,0,0,1,0
MO,0,0,0,1,0
MO,0,1,0,1,0
MO,0,0,1,1,0
MO,1,0,0,1,0
MO,0,1,0,1,0
MO,0,1,0,1,0
MO,0,1,0,1,1
MO,1,0,0,1,0
MO,0,1,0,1,0
MO,0,1,0,1,0
MO,0,1,0,1,1
MO,1,0,1,1,0
MO,0,1,1,1,0
MO,1,1,1,1,0
MS,0,1,0,1,0
MS,0,1,0,1,0
MS,0,0,1,1,0
MS,0,1,1,1,0
MS,1,0,1,1,0
MS,1,0,1,1,0
MS,1,0,1,1,0
MS,0,1,1,1,0
MS,0,0,1,1,0
MS,1,0,1,1,0
MS,1,0,0,1,0
MS,0,1,0,1,0
MS,1,0,0,1,1
MS,0,0,1,1,0
MS,0,0,0,1,0
MS,0,1,1,1,0
MS,0,0,1,1,1
MS,1,0,1,1,0
MS,1,0,1,1,0
MS,0,0,0,1,0
MS,0,0,1,2,0
MS,0,0,1,2,0
MS,1,0,0,1,0
MS,1,0,1,2,0
MS,1,0,1,1,0
MS,0,0,1,2,0
MS,0,0,1,1,1
MS,0,0,0,1,1
MS,0,0,0,1,0
MS,0,1,0,1,0
MS,0,0,1,1,0
MS,1,0,1,2,0
MS,0,1,0,1,0
MS,1,0,0,1,0
MS,0,1,0,1,0
MS,0,1,0,1,0
MS,0,1,1,1,0
MS,0,1,0,1,0
MS,1,1,1,1,0
MS,1,0,0,1,0
MS,0,0,1,1,0
MS,1,0,1,1,0
MS,1,0,1,1,0
MS,0,0,0,1,0
MS,1,1,0,1,0
MS,1,1,0,1,0
MS,0,0,0,1,0
MS,1,0,1,2,0
MS,1,1,1,1,0
MS,1,1,0,1,0
MS,1,0,1,2,0
MS,0,0,1,2,0
MS,1,0,1,2,0
MS,1,0,1,2,0
MS,0,0,1,1,0
MS,0,0,1,2,1
MS,1,0,1,1,0
MS,1,0,1,2,0
MS,1,0,0,1,0
MS,0,0,1,2,1
MS,1,0,0,1,0
MS,0,0,1,2,0
MS,0,0,1,2,0
MS,0,0,1,1,0
MS,1,0,0,1,0
MS,0,0,1,1,1
MS,1,0,1,1,0
MS,1,0,0,1,0
MS,1,1,0,1,0
MS,1,0,1,2,0
MS,1,0,0,1,0
MS,1,1,1,1,0
MS,0,0,1,2,0
MS,1,0,1,2,0
MS,0,1,1,1,0
MS,1,0,1,1,1
MS,0,0,0,1,0
MS,0,1,0,1,0
MS,1,0,1,2,1
MS,1,1,0,1,0
MS,0,0,1,2,1
MS,0,1,0,1,0
MS,0,0,1,1,0
MS,0,0,1,1,0
MS,1,0,1,1,0
MS,1,0,0,1,0
MS,1,0,1,1,0
MS,0,1,0,1,0
MS,1,0,0,1,0
MS,0,0,1,1,0
MS,0,0,1,1,0
MS,0,0,1,1,0
MS,0,1,1,1,1
MS,0,0,1,1,1
MS,0,0,1,2,0
MS,1,0,0,1,0
MS,0,0,1,2,0
MS,1,0,1,2,0
MS,0,1,0,1,0
MS,1,0,0,1,0
MS,1,0,0,1,0
MS,1,1,1,1,0
MS,1,0,0,1,0
MS,1,0,1,2,0
MS,1,0,0,1,0
MS,1,0,1,2,0
MS,0,1,0,1,1
MS,1,0,0,1,0
MS,1,0,0,1,0
MS,1,0,0,1,0
MS,0,0,1,2,0
MS,1,1,1,2,1
MS,1,0,1,1,0
MS,1,0,1,2,1
MS,1,0,1,1,1
MS,1,0,0,1,0
MS,1,0,0,1,0
MS,1,0,1,1,0
MS,0,0,1,2,0
MS,0,1,0,1,0
MS,0,0,1,1,0
MS,0,0,1,1,0
MS,0,0,1,2,1
MS,0,0,0,1,0
MS,0,0,1,2,0
MS,0,0,0,1,0
MS,0,0,0,1,0
MS,1,0,1,2,0
MS,1,0,1,1,1
MS,1,0,1,1,0
MS,1,0,0,1,0
MS,1,0,1,1,0
MS,0,0,1,1,0
MS,1,1,1,1,0
MS,1,0,0,1,1
MS,0,1,1,1,0
MS,1,0,1,2,0
MS,0,0,0,1,1
MS,0,1,1,2,1
MS,1,0,0,1,0
MS,1,0,1,2,0
MS,1,0,0,1,0
MS,0,0,0,1,0
MS,1,0,0,1,0
MS,0,0,0,1,0
MS,0,0,1,2,0
MS,1,1,0,1,0
MS,1,0,1,1,0
MS,0,0,0,1,0
MS,0,1,1,1,0
MS,0,0,0,1,0
MS,0,0,0,1,0
MS,0,0,1,2,0
MS,0,0,1,1,0
MS,1,0,0,1,0
MS,0,1,0,1,0
MS,0,1,0,1,0
MS,0,1,0,1,0
MS,0,0,0,1,0
MS,1,0,1,2,1
MS,0,1,0,1,0
MS,1,0,1,1,1
MS,0,0,1,1,0
MT,1,0,0,1,0
MT,1,1,0,1,1
MT,1,0,0,1,0
MT,0,1,0,1,1
MT,0,1,0,1,0
MT,0,0,1,1,0
MT,1,0,0,1,0
MT,1,1,0,1,0
MT,0,0,0,1,0
MT,0,0,0,1,0
MT,0,1,0,1,0
MT,1,0,0,1,0
MT,0,1,1,1,1
MT,0,1,1,4,1
MT,0,1,0,1,0
MT,1,0,0,1,0
MT,0,0,1,1,0
MT,0,1,0,1,1
MT,1,0,1,1,0
MT,0,0,1,1,0
MT,0,1,0,1,1
MT,0,1,1,1,0
MT,1,0,0,1,0
MT,0,1,0,1,0
MT,0,0,1,4,1
MT,0,0,0,1,0
MT,1,0,1,4,0
MT,1,0,1,4,0
MT,0,1,0,1,0
MT,0,0,1,1,0
MT,1,1,0,1,0
MT,0,0,0,1,0
MT,1,0,0,1,0
MT,1,1,1,4,1
MT,1,1,0,1,0
MT,0,1,1,1,1
MT,0,1,0,1,0
MT,0,1,1,1,0
MT,0,1,1,1,1
MT,0,1,0,1,0
MT,0,0,1,1,0
MT,1,0,0,1,0
MT,0,1,0,1,0
MT,1,0,0,1,0
MT,0,0,1,4,1
MT,0,0,0,1,0
MT,0,0,1,4,0
MT,1,0,1,1,0
MT,1,0,1,1,0
MT,1,0,1,1,0
MT,1,1,0,1,1
MT,1,0,0,1,0
MT,0,1,0,1,0
MT,0,0,0,1,0
MT,1,0,1,1,1
MT,0,0,0,1,1
MT,0,1,0,1,0
MT,0,1,1,1,0
MT,1,0,1,1,0
MT,1,1,0,1,0
MT,1,0,1,1,0
MT,0,1,1,1,1
MT,1,1,0,1,0
MT,1,0,0,1,0
MT,1,0,1,1,0
MT,0,0,0,1,0
MT,1,0,0,1,0
MT,1,0,0,1,0
MT,1,1,0,1,0
MT,1,0,1,1,1
MT,0,0,0,1,0
MT,1,0,1,1,0
MT,1,0,1,1,1
MT,1,0,1,1,1
MT,0,0,1,1,0
MT,1,1,1,1,0
MT,0,0,0,1,0
MT,0,1,1,1,0
MT,1,1,1,1,1
MT,1,0,1,1,1
MT,1,0,0,1,1
MT,1,0,1,1,1
MT,0,0,0,1,0
MT,1,1,0,1,1
MT,1,0,0,1,0
MT,0,1,1,1,0
MT,0,1,0,1,0
MT,0,1,1,1,0
MT,1,1,1,1,1
MT,1,0,1,1,0
MT,1,0,0,1,0
MT,1,1,0,1,0
MT,0,0,0,1,0
MT,0,0,0,1,0
MT,0,0,1,1,0
MT,0,0,1,1,1
MT,1,0,1,1,0
MT,1,1,0,1,0
MT,1,0,1,1,1
MT,0,1,1,1,0
MT,0,1,1,1,1
MT,0,1,1,1,0
MT,1,0,0,1,0
MT,0,1,0,1,0
MT,0,1,1,1,1
MT,1,0,1,3,0
MT,0,1,0,1,0
MT,1,1,0,1,0
MT,1,0,0,1,0
MT,0,1,0,1,0
MT,1,0,1,1,0
MT,1,0,1,1,0
MT,0,1,1,1,0
MT,1,0,1,1,0
MT,0,0,1,1,1
MT,0,0,1,1,1
MT,0,1,1,1,1
MT,0,1,1,1,1
MT,0,1,1,1,1
MT,0,0,0,1,0
NC,1,0,1,1,0
NC,1,1,1,1,0
NC,1,0,1,1,0
NC,0,1,0,1,1
NC,1,0,1,1,1
NC,0,1,1,1,0
NC,0,1,1,1,0
NC,1,0,1,2,0
NC,0,1,1,2,1
NC,0,1,1,1,0
NC,1,0,0,1,0
NC,0,1,1,2,1
NC,0,1,1,1,0
NC,1,0,1,1,1
NC,1,1,1,1,0
NC,0,1,1,1,1
NC,1,0,1,1,1
NC,1,0,1,1,0
NC,0,1,1,1,0
NC,0,1,0,1,0
NC,0,1,1,1,0
NC,0,1,1,2,0
NC,1,1,0,1,1
NC,1,1,0,1,0
NC,1,0,1,2,0
NC,1,1,0,1,0
NC,1,1,0,1,0
NC,1,0,0,1,1
NC,0,1,0,1,0
NC,1,1,0,1,0
NC,0,1,1,1,1
NC,1,1,1,1,0
NC,1,1,0,3,0
NC,1,0,1,1,0
NC,0,1,1,1,0
NC,0,0,1,1,0
NC,1,0,1,2,0
NC,0,0,1,2,0
NC,1,0,1,1,0
NC,1,0,0,1,0
NC,1,0,1,1,0
NC,0,1,1,1,0
NC,1,1,1,2,1
NC,1,0,1,2,0
NC,0,1,1,1,0
NC,0,1,1,1,0
NC,0,1,0,1,0
NC,0,1,0,1,0
NC,1,0,1,1,0
NC,0,1,0,1,0
NC,0,0,1,2,1
NC,1,0,1,2,0
NC,0,1,0,1,0
NC,1,0,1,1,0
NC,0,1,0,1,0
NC,1,1,1,2,0
NC,0,0,0,1,0
NC,0,1,1,1,0
NC,0,1,1,1,1
NC,0,0,0,1,0
NC,1,0,0,1,0
NC,1,1,1,1,1
NC,1,1,0,1,0
NC,0,1,0,1,0
NC,0,1,0,1,0
NC,1,1,0,1,0
NC,1,1,1,1,0
NC,1,0,1,1,1
NC,1,0,0,1,0
NC,0,1,0,1,1
NC,0,1,1,2,0
NC,1,1,0,1,0
NC,1,0,1,2,0
NC,0,1,0,1,0
NC,0,1,1,2,0
NC,0,0,1,1,0
NC,0,1,1,1,1
NC,0,0,0,1,0
NC,0,0,1,1,0
NC,0,1,1,1,0
NC,0,0,1,1,0
NC,1,0,0,1,1
NC,1,0,1,4,0
NC,1,1,1,1,0
NC,0,1,1,2,0
NC,1,0,0,3,0
NC,0,0,1,1,1
NC,1,0,1,1,0
NC,1,0,1,1,0
NC,1,0,1,1,0
NC,1,0,1,1,0
NC,1,0,0,1,0
NC,1,0,0,1,0
NC,1,0,1,1,0
NC,0,1,1,1,0
NC,1,0,1,1,1
NC,0,1,1,1,1
NC,1,0,1,2,1
NC,0,1,1,1,1
NC,0,0,1,2,0
NC,1,1,0,1,1
NC,0,0,0,1,0
NC,1,0,1,1,1
NC,0,1,0,1,0
NC,1,0,1,1,0
NC,1,0,1,1,1
NC,1,0,0,1,0
NC,0,1,0,1,0
NC,0,1,1,1,0
NC,1,1,0,1,1
NC,0,1,1,2,0
NC,0,0,1,2,1
NC,0,1,0,1,0
NC,1,1,0,1,0
NC,1,0,0,1,0
NC,1,0,0,1,0
NC,1,1,1,1,1
NC,1,0,0,1,0
NC,1,0,0,1,1
NC,0,1,0,1,0
NC,0,0,1,1,0
NC,0,1,0,1,0
NC,0,1,0,1,1
NC,0,1,0,1,0
NC,0,1,0,1,0
NC,1,1,0,1,0
NC,1,0,0,1,0
NC,1,0,1,1,0
NC,0,1,0,1,0
NC,0,1,0,1,1
NC,1,1,0,1,0
NC,0,1,0,1,0
NC,1,1,1,1,0
NC,0,1,0,1,1
NC,1,0,0,1,0
NC,0,1,0,1,0
NC,0,1,0,1,0
NC,1,1,0,1,0
NC,0,1,1,2,0
NC,0,1,0,1,0
NC,0,1,1,1,0
NC,1,0,0,1,0
NC,1,0,0,1,0
NC,1,0,0,2,1
NC,1,0,0,1,0
NC,0,0,1,1,0
NC,0,1,0,1,0
NC,1,0,1,1,1
NC,0,0,1,1,0
NC,0,0,1,1,1
NC,0,0,0,1,1
NC,0,1,1,1,0
NC,0,0,1,1,0
NC,0,0,0,1,0
ND,1,1,0,1,0
ND,1,1,0,1,0
ND,1,1,0,1,0
ND,0,1,0,1,0
ND,1,1,0,1,0
ND,0,1,0,1,0
ND,0,1,1,1,1
ND,0,0,1,1,1
ND,0,0,1,1,0
ND,1,0,1,1,0
ND,1,0,1,1,0
ND,0,1,1,1,0
ND,0,0,1,1,0
ND,0,0,1,1,0
ND,0,1,1,1,0
ND,1,0,1,1,0
ND,0,0,0,1,0
ND,1,1,1,1,0
ND,0,0,1,1,0
ND,1,1,0,1,0
ND,1,0,1,1,0
ND,0,1,0,1,0
ND,0,0,0,1,0
ND,0,1,0,1,0
ND,0,0,1,1,0
ND,1,0,1,1,0
ND,1,1,1,4,0
ND,0,1,0,1,0
ND,1,1,0,1,0
ND,0,1,0,1,0
ND,1,0,1,1,0
ND,1,0,1,1,0
ND,0,1,0,1,0
ND,1,1,0,1,0
ND,1,0,0,1,0
ND,0,1,0,1,0
ND,1,0,0,1,0
ND,1,0,0,1,0
ND,1,0,0,1,0
ND,1,0,1,1,0
ND,1,0,0,1,1
ND,1,1,0,1,0
ND,0,0,1,1,0
ND,1,0,0,1,0
ND,0,1,0,1,0
ND,0,1,1,1,0
ND,1,1,1,1,0
ND,1,0,1,1,1
ND,1,0,1,1,0
ND,1,0,0,1,0
ND,1,0,1,1,0
ND,1,1,1,1,0
ND,1,0,1,1,0
ND,1,0,0,1,1
ND,0,1,0,1,0
ND,1,0,0,1,0
ND,0,1,1,1,0
ND,0,0,0,1,0
ND,1,0,1,1,1
ND,1,1,1,1,0
