id,wave,age,female,voted_gen_14,voted_gen_12,treat_ind,racename,democrat,therm_trans,therm_obama
806,Baseline,19,1,0,0,Treat.,African American,1,50,100
806,3 days,19,1,0,0,Treat.,African American,1,,
806,21 days,19,1,0,0,Treat.,African American,1,,
806,42 days,19,1,0,0,Treat.,African American,1,,
806,90 days,19,1,0,0,Treat.,African American,1,,
807,Baseline,38,1,0,1,Treat.,African American,1,50,100
807,3 days,38,1,0,1,Treat.,African American,1,,
807,21 days,38,1,0,1,Treat.,African American,1,,
807,42 days,38,1,0,1,Treat.,African American,1,,
807,90 days,38,1,0,1,Treat.,African American,1,,
808,Baseline,34,1,1,1,Cont.,African American,0,9,78
808,3 days,34,1,1,1,Cont.,African American,0,,
808,21 days,34,1,1,1,Cont.,African American,0,,
808,42 days,34,1,1,1,Cont.,African American,0,,
808,90 days,34,1,1,1,Cont.,African American,0,,
809,Baseline,38,0,0,1,Cont.,African American,1,0,84
809,3 days,38,0,0,1,Cont.,African American,1,,
809,21 days,38,0,0,1,Cont.,African American,1,,
809,42 days,38,0,0,1,Cont.,African American,1,,
809,90 days,38,0,0,1,Cont.,African American,1,,
810,Baseline,46,0,1,1,Cont.,African American,1,39,100
810,3 days,46,0,1,1,Cont.,African American,1,,
810,21 days,46,0,1,1,Cont.,African American,1,,
810,42 days,46,0,1,1,Cont.,African American,1,,
810,90 days,46,0,1,1,Cont.,African American,1,,
811,Baseline,45,1,1,1,Cont.,African American,0,100,100
811,3 days,45,1,1,1,Cont.,African American,0,,
811,21 days,45,1,1,1,Cont.,African American,0,,
811,42 days,45,1,1,1,Cont.,African American,0,,
811,90 days,45,1,1,1,Cont.,African American,0,,
812,Baseline,70,1,1,1,Treat.,African American,1,50,98
812,3 days,70,1,1,1,Treat.,African American,1,,
812,21 days,70,1,1,1,Treat.,African American,1,,
812,42 days,70,1,1,1,Treat.,African American,1,,
812,90 days,70,1,1,1,Treat.,African American,1,,
813,Baseline,38,1,1,1,Treat.,African American,0,50,90
813,3 days,38,1,1,1,Treat.,African American,0,,
813,21 days,38,1,1,1,Treat.,African American,0,,
813,42 days,38,1,1,1,Treat.,African American,0,,
813,90 days,38,1,1,1,Treat.,African American,0,,
814,Baseline,19,0,1,0,Treat.,African American,1,50,100
814,3 days,19,0,1,0,Treat.,African American,1,19,100
814,21 days,19,0,1,0,Treat.,African American,1,50,100
814,42 days,19,0,1,0,Treat.,African American,1,50,
814,90 days,19,0,1,0,Treat.,African American,1,50,50
815,Baseline,30,0,1,1,Treat.,Caucasian,1,50,90
815,3 days,30,0,1,1,Treat.,Caucasian,1,,
815,21 days,30,0,1,1,Treat.,Caucasian,1,,
815,42 days,30,0,1,1,Treat.,Caucasian,1,,
815,90 days,30,0,1,1,Treat.,Caucasian,1,,
816,Baseline,66,1,1,1,Cont.,African American,1,36,100
816,3 days,66,1,1,1,Cont.,African American,1,,
816,21 days,66,1,1,1,Cont.,African American,1,,
816,42 days,66,1,1,1,Cont.,African American,1,,
816,90 days,66,1,1,1,Cont.,African American,1,,
817,Baseline,75,1,1,1,Treat.,African American,1,50,100
817,3 days,75,1,1,1,Treat.,African American,1,,
817,21 days,75,1,1,1,Treat.,African American,1,,
817,42 days,75,1,1,1,Treat.,African American,1,,
817,90 days,75,1,1,1,Treat.,African American,1,,
818,Baseline,56,1,1,1,Cont.,African American,1,11,53
818,3 days,56,1,1,1,Cont.,African American,1,,
818,21 days,56,1,1,1,Cont.,African American,1,,
818,42 days,56,1,1,1,Cont.,African American,1,,
818,90 days,56,1,1,1,Cont.,African American,1,,
819,Baseline,20,1,0,0,Treat.,African American,1,100,100
819,3 days,20,1,0,0,Treat.,African American,1,,
819,21 days,20,1,0,0,Treat.,African American,1,,
819,42 days,20,1,0,0,Treat.,African American,1,,
819,90 days,20,1,0,0,Treat.,African American,1,,
820,Baseline,68,1,1,1,Treat.,African American,1,0,100
820,3 days,68,1,1,1,Treat.,African American,1,,
820,21 days,68,1,1,1,Treat.,African American,1,,
820,42 days,68,1,1,1,Treat.,African American,1,,
820,90 days,68,1,1,1,Treat.,African American,1,,
821,Baseline,45,1,0,1,Treat.,African American,1,46,84
821,3 days,45,1,0,1,Treat.,African American,1,,
821,21 days,45,1,0,1,Treat.,African American,1,,
821,42 days,45,1,0,1,Treat.,African American,1,,
821,90 days,45,1,0,1,Treat.,African American,1,,
822,Baseline,45,1,1,1,Treat.,African American,1,100,100
822,3 days,45,1,1,1,Treat.,African American,1,0,100
822,21 days,45,1,1,1,Treat.,African American,1,,
822,42 days,45,1,1,1,Treat.,African American,1,,
822,90 days,45,1,1,1,Treat.,African American,1,,
823,Baseline,19,1,0,0,Treat.,African American,1,100,100
823,3 days,19,1,0,0,Treat.,African American,1,100,50
823,21 days,19,1,0,0,Treat.,African American,1,,
823,42 days,19,1,0,0,Treat.,African American,1,,
823,90 days,19,1,0,0,Treat.,African American,1,,
824,Baseline,69,1,1,1,Cont.,African American,1,50,91
824,3 days,69,1,1,1,Cont.,African American,1,,
824,21 days,69,1,1,1,Cont.,African American,1,,
824,42 days,69,1,1,1,Cont.,African American,1,,
824,90 days,69,1,1,1,Cont.,African American,1,,
825,Baseline,77,0,1,1,Cont.,African American,1,50,97
825,3 days,77,0,1,1,Cont.,African American,1,,
825,21 days,77,0,1,1,Cont.,African American,1,,
825,42 days,77,0,1,1,Cont.,African American,1,,
825,90 days,77,0,1,1,Cont.,African American,1,,
826,Baseline,24,1,1,1,Treat.,African American,1,50,100
826,3 days,24,1,1,1,Treat.,African American,1,100,100
826,21 days,24,1,1,1,Treat.,African American,1,90,100
826,42 days,24,1,1,1,Treat.,African American,1,50,
826,90 days,24,1,1,1,Treat.,African American,1,50,100
827,Baseline,30,0,1,1,Treat.,Native American,1,0,100
827,3 days,30,0,1,1,Treat.,Native American,1,51,100
827,21 days,30,0,1,1,Treat.,Native American,1,50,50
827,42 days,30,0,1,1,Treat.,Native American,1,17,
827,90 days,30,0,1,1,Treat.,Native American,1,,
828,Baseline,41,1,1,1,Treat.,African American,1,50,100
828,3 days,41,1,1,1,Treat.,African American,1,100,100
828,21 days,41,1,1,1,Treat.,African American,1,50,100
828,42 days,41,1,1,1,Treat.,African American,1,50,
828,90 days,41,1,1,1,Treat.,African American,1,,
829,Baseline,66,1,1,1,Cont.,African American,0,100,99
829,3 days,66,1,1,1,Cont.,African American,0,,
829,21 days,66,1,1,1,Cont.,African American,0,85,85
829,42 days,66,1,1,1,Cont.,African American,0,,
829,90 days,66,1,1,1,Cont.,African American,0,83,53
830,Baseline,71,1,0,1,Cont.,African American,1,50,50
830,3 days,71,1,0,1,Cont.,African American,1,50,50
830,21 days,71,1,0,1,Cont.,African American,1,50,50
830,42 days,71,1,0,1,Cont.,African American,1,50,
830,90 days,71,1,0,1,Cont.,African American,1,50,50
831,Baseline,35,1,0,0,Cont.,African American,1,50,50
831,3 days,35,1,0,0,Cont.,African American,1,50,50
831,21 days,35,1,0,0,Cont.,African American,1,50,50
831,42 days,35,1,0,0,Cont.,African American,1,50,
831,90 days,35,1,0,0,Cont.,African American,1,50,50
832,Baseline,32,1,0,1,Cont.,African American,1,50,100
832,3 days,32,1,0,1,Cont.,African American,1,,
832,21 days,32,1,0,1,Cont.,African American,1,,
832,42 days,32,1,0,1,Cont.,African American,1,,
832,90 days,32,1,0,1,Cont.,African American,1,,
833,Baseline,56,1,1,1,Cont.,African American,1,100,100
833,3 days,56,1,1,1,Cont.,African American,1,,
833,21 days,56,1,1,1,Cont.,African American,1,,
833,42 days,56,1,1,1,Cont.,African American,1,,
833,90 days,56,1,1,1,Cont.,African American,1,,
834,Baseline,61,0,1,1,Cont.,African American,1,50,100
834,3 days,61,0,1,1,Cont.,African American,1,,
834,21 days,61,0,1,1,Cont.,African American,1,,
834,42 days,61,0,1,1,Cont.,African American,1,,
834,90 days,61,0,1,1,Cont.,African American,1,,
835,Baseline,21,1,0,1,Cont.,African American,0,50,100
835,3 days,21,1,0,1,Cont.,African American,0,,
835,21 days,21,1,0,1,Cont.,African American,0,,
835,42 days,21,1,0,1,Cont.,African American,0,,
835,90 days,21,1,0,1,Cont.,African American,0,,
836,Baseline,18,0,0,0,Cont.,African American,1,73,100
836,3 days,18,0,0,0,Cont.,African American,1,,
836,21 days,18,0,0,0,Cont.,African American,1,,
836,42 days,18,0,0,0,Cont.,African American,1,,
836,90 days,18,0,0,0,Cont.,African American,1,,
837,Baseline,21,1,1,1,Cont.,Hispanic,1,80,88
837,3 days,21,1,1,1,Cont.,Hispanic,1,,
837,21 days,21,1,1,1,Cont.,Hispanic,1,,
837,42 days,21,1,1,1,Cont.,Hispanic,1,,
837,90 days,21,1,1,1,Cont.,Hispanic,1,,
838,Baseline,53,0,1,1,Cont.,Hispanic,0,40,38
838,3 days,53,0,1,1,Cont.,Hispanic,0,,
838,21 days,53,0,1,1,Cont.,Hispanic,0,,
838,42 days,53,0,1,1,Cont.,Hispanic,0,,
838,90 days,53,0,1,1,Cont.,Hispanic,0,,
839,Baseline,39,1,0,0,Cont.,Hispanic,0,37,68
839,3 days,39,1,0,0,Cont.,Hispanic,0,,
839,21 days,39,1,0,0,Cont.,Hispanic,0,,
839,42 days,39,1,0,0,Cont.,Hispanic,0,,
839,90 days,39,1,0,0,Cont.,Hispanic,0,,
840,Baseline,36,0,1,1,Treat.,African American,1,80,100
840,3 days,36,0,1,1,Treat.,African American,1,,
840,21 days,36,0,1,1,Treat.,African American,1,,
840,42 days,36,0,1,1,Treat.,African American,1,,
840,90 days,36,0,1,1,Treat.,African American,1,,
841,Baseline,35,1,0,1,Cont.,Hispanic,0,50,50
841,3 days,35,1,0,1,Cont.,Hispanic,0,,
841,21 days,35,1,0,1,Cont.,Hispanic,0,,
841,42 days,35,1,0,1,Cont.,Hispanic,0,,
841,90 days,35,1,0,1,Cont.,Hispanic,0,,
842,Baseline,65,1,0,1,Cont.,African American,1,30,50
842,3 days,65,1,0,1,Cont.,African American,1,35,95
842,21 days,65,1,0,1,Cont.,African American,1,30,50
842,42 days,65,1,0,1,Cont.,African American,1,30,
842,90 days,65,1,0,1,Cont.,African American,1,8,50
843,Baseline,24,1,0,1,Cont.,Hispanic,0,50,78
843,3 days,24,1,0,1,Cont.,Hispanic,0,40,60
843,21 days,24,1,0,1,Cont.,Hispanic,0,43,59
843,42 days,24,1,0,1,Cont.,Hispanic,0,46,
843,90 days,24,1,0,1,Cont.,Hispanic,0,,
844,Baseline,52,1,1,1,Cont.,African American,1,50,100
844,3 days,52,1,1,1,Cont.,African American,1,,
844,21 days,52,1,1,1,Cont.,African American,1,,
844,42 days,52,1,1,1,Cont.,African American,1,,
844,90 days,52,1,1,1,Cont.,African American,1,,
845,Baseline,27,0,0,0,Cont.,African American,1,100,100
845,3 days,27,0,0,0,Cont.,African American,1,,
845,21 days,27,0,0,0,Cont.,African American,1,,
845,42 days,27,0,0,0,Cont.,African American,1,,
845,90 days,27,0,0,0,Cont.,African American,1,,
846,Baseline,89,1,1,1,Cont.,Hispanic,1,50,50
846,3 days,89,1,1,1,Cont.,Hispanic,1,50,50
846,21 days,89,1,1,1,Cont.,Hispanic,1,50,0
846,42 days,89,1,1,1,Cont.,Hispanic,1,50,
846,90 days,89,1,1,1,Cont.,Hispanic,1,,
847,Baseline,18,1,0,0,Cont.,Caucasian,0,50,50
847,3 days,18,1,0,0,Cont.,Caucasian,0,50,50
847,21 days,18,1,0,0,Cont.,Caucasian,0,50,50
847,42 days,18,1,0,0,Cont.,Caucasian,0,50,
847,90 days,18,1,0,0,Cont.,Caucasian,0,26,50
848,Baseline,24,0,0,0,Cont.,Caucasian,0,50,33
848,3 days,24,0,0,0,Cont.,Caucasian,0,20,50
848,21 days,24,0,0,0,Cont.,Caucasian,0,50,0
848,42 days,24,0,0,0,Cont.,Caucasian,0,50,
848,90 days,24,0,0,0,Cont.,Caucasian,0,,
849,Baseline,36,1,1,1,Treat.,Hispanic,0,5,0
849,3 days,36,1,1,1,Treat.,Hispanic,0,,
849,21 days,36,1,1,1,Treat.,Hispanic,0,,
849,42 days,36,1,1,1,Treat.,Hispanic,0,,
849,90 days,36,1,1,1,Treat.,Hispanic,0,,
850,Baseline,64,1,1,1,Treat.,African American,1,83,100
850,3 days,64,1,1,1,Treat.,African American,1,74,50
850,21 days,64,1,1,1,Treat.,African American,1,97,50
850,42 days,64,1,1,1,Treat.,African American,1,78,
850,90 days,64,1,1,1,Treat.,African American,1,85,100
851,Baseline,45,0,1,1,Treat.,African American,1,50,84
851,3 days,45,0,1,1,Treat.,African American,1,,
851,21 days,45,0,1,1,Treat.,African American,1,,
851,42 days,45,0,1,1,Treat.,African American,1,,
851,90 days,45,0,1,1,Treat.,African American,1,,
852,Baseline,20,1,0,0,Treat.,African American,1,36,99
852,3 days,20,1,0,0,Treat.,African American,1,55,50
852,21 days,20,1,0,0,Treat.,African American,1,50,83
852,42 days,20,1,0,0,Treat.,African American,1,42,
852,90 days,20,1,0,0,Treat.,African American,1,30,84
853,Baseline,58,1,1,1,Treat.,Caucasian,1,50,40
853,3 days,58,1,1,1,Treat.,Caucasian,1,,
853,21 days,58,1,1,1,Treat.,Caucasian,1,,
853,42 days,58,1,1,1,Treat.,Caucasian,1,,
853,90 days,58,1,1,1,Treat.,Caucasian,1,,
854,Baseline,49,0,1,1,Cont.,African American,1,50,70
854,3 days,49,0,1,1,Cont.,African American,1,,
854,21 days,49,0,1,1,Cont.,African American,1,,
854,42 days,49,0,1,1,Cont.,African American,1,,
854,90 days,49,0,1,1,Cont.,African American,1,,
855,Baseline,56,0,1,1,Cont.,African American,1,40,70
855,3 days,56,0,1,1,Cont.,African American,1,50,50
855,21 days,56,0,1,1,Cont.,African American,1,,
855,42 days,56,0,1,1,Cont.,African American,1,,
855,90 days,56,0,1,1,Cont.,African American,1,,
856,Baseline,55,1,1,1,Cont.,African American,1,50,79
856,3 days,55,1,1,1,Cont.,African American,1,50,77
856,21 days,55,1,1,1,Cont.,African American,1,50,50
856,42 days,55,1,1,1,Cont.,African American,1,,
856,90 days,55,1,1,1,Cont.,African American,1,50,68
857,Baseline,61,1,1,1,Cont.,African American,1,1,100
857,3 days,61,1,1,1,Cont.,African American,1,,
857,21 days,61,1,1,1,Cont.,African American,1,,
857,42 days,61,1,1,1,Cont.,African American,1,,
857,90 days,61,1,1,1,Cont.,African American,1,,
858,Baseline,20,0,1,0,Cont.,African American,1,100,100
858,3 days,20,0,1,0,Cont.,African American,1,,
858,21 days,20,0,1,0,Cont.,African American,1,,
858,42 days,20,0,1,0,Cont.,African American,1,,
858,90 days,20,0,1,0,Cont.,African American,1,,
859,Baseline,50,0,1,1,Treat.,African American,0,51,50
859,3 days,50,0,1,1,Treat.,African American,0,,
859,21 days,50,0,1,1,Treat.,African American,0,,
859,42 days,50,0,1,1,Treat.,African American,0,,
859,90 days,50,0,1,1,Treat.,African American,0,,
860,Baseline,49,1,1,1,Treat.,African American,1,50,100
860,3 days,49,1,1,1,Treat.,African American,1,,
860,21 days,49,1,1,1,Treat.,African American,1,,
860,42 days,49,1,1,1,Treat.,African American,1,,
860,90 days,49,1,1,1,Treat.,African American,1,,
861,Baseline,67,0,1,1,Cont.,Caucasian,1,96,95
861,3 days,67,0,1,1,Cont.,Caucasian,1,61,50
861,21 days,67,0,1,1,Cont.,Caucasian,1,84,100
861,42 days,67,0,1,1,Cont.,Caucasian,1,79,
861,90 days,67,0,1,1,Cont.,Caucasian,1,100,100
862,Baseline,24,1,1,1,Cont.,Caucasian,1,50,90
862,3 days,24,1,1,1,Cont.,Caucasian,1,66,75
862,21 days,24,1,1,1,Cont.,Caucasian,1,78,96
862,42 days,24,1,1,1,Cont.,Caucasian,1,60,
862,90 days,24,1,1,1,Cont.,Caucasian,1,,
863,Baseline,33,0,0,0,Treat.,Hispanic,1,0,100
863,3 days,33,0,0,0,Treat.,Hispanic,1,0,99
863,21 days,33,0,0,0,Treat.,Hispanic,1,3,50
863,42 days,33,0,0,0,Treat.,Hispanic,1,20,
863,90 days,33,0,0,0,Treat.,Hispanic,1,19,84
864,Baseline,35,0,0,0,Cont.,Hispanic,0,50,100
864,3 days,35,0,0,0,Cont.,Hispanic,0,,
864,21 days,35,0,0,0,Cont.,Hispanic,0,,
864,42 days,35,0,0,0,Cont.,Hispanic,0,,
864,90 days,35,0,0,0,Cont.,Hispanic,0,,
865,Baseline,24,1,0,1,Treat.,Hispanic,1,50,50
865,3 days,24,1,0,1,Treat.,Hispanic,1,,
865,21 days,24,1,0,1,Treat.,Hispanic,1,,
865,42 days,24,1,0,1,Treat.,Hispanic,1,,
865,90 days,24,1,0,1,Treat.,Hispanic,1,,
866,Baseline,35,1,1,1,Cont.,Native American,1,100,100
866,3 days,35,1,1,1,Cont.,Native American,1,,
866,21 days,35,1,1,1,Cont.,Native American,1,,
866,42 days,35,1,1,1,Cont.,Native American,1,,
866,90 days,35,1,1,1,Cont.,Native American,1,,
867,Baseline,27,0,1,1,Cont.,Hispanic,1,50,50
867,3 days,27,0,1,1,Cont.,Hispanic,1,,
867,21 days,27,0,1,1,Cont.,Hispanic,1,,
867,42 days,27,0,1,1,Cont.,Hispanic,1,,
867,90 days,27,0,1,1,Cont.,Hispanic,1,,
868,Baseline,65,1,1,1,Cont.,African American,1,24,100
868,3 days,65,1,1,1,Cont.,African American,1,3,50
868,21 days,65,1,1,1,Cont.,African American,1,50,100
868,42 days,65,1,1,1,Cont.,African American,1,,
868,90 days,65,1,1,1,Cont.,African American,1,32,100
869,Baseline,26,1,1,1,Cont.,African American,1,29,100
869,3 days,26,1,1,1,Cont.,African American,1,12,100
869,21 days,26,1,1,1,Cont.,African American,1,25,100
869,42 days,26,1,1,1,Cont.,African American,1,,
869,90 days,26,1,1,1,Cont.,African American,1,,
870,Baseline,52,0,1,1,Treat.,Hispanic,0,0,0
870,3 days,52,0,1,1,Treat.,Hispanic,0,0,0
870,21 days,52,0,1,1,Treat.,Hispanic,0,0,0
870,42 days,52,0,1,1,Treat.,Hispanic,0,5,
870,90 days,52,0,1,1,Treat.,Hispanic,0,0,50
871,Baseline,85,1,1,1,Treat.,Hispanic,0,0,0
871,3 days,85,1,1,1,Treat.,Hispanic,0,0,0
871,21 days,85,1,1,1,Treat.,Hispanic,0,0,0
871,42 days,85,1,1,1,Treat.,Hispanic,0,0,
871,90 days,85,1,1,1,Treat.,Hispanic,0,,
872,Baseline,33,1,1,1,Treat.,African American,1,100,100
872,3 days,33,1,1,1,Treat.,African American,1,,
872,21 days,33,1,1,1,Treat.,African American,1,,
872,42 days,33,1,1,1,Treat.,African American,1,,
872,90 days,33,1,1,1,Treat.,African American,1,,
873,Baseline,46,1,0,1,Cont.,Hispanic,0,100,30
873,3 days,46,1,0,1,Cont.,Hispanic,0,,
873,21 days,46,1,0,1,Cont.,Hispanic,0,,
873,42 days,46,1,0,1,Cont.,Hispanic,0,,
873,90 days,46,1,0,1,Cont.,Hispanic,0,,
874,Baseline,52,0,0,1,Cont.,Hispanic,0,77,16
874,3 days,52,0,0,1,Cont.,Hispanic,0,,
874,21 days,52,0,0,1,Cont.,Hispanic,0,,
874,42 days,52,0,0,1,Cont.,Hispanic,0,,
874,90 days,52,0,0,1,Cont.,Hispanic,0,,
875,Baseline,47,0,1,1,Treat.,Hispanic,0,50,50
875,3 days,47,0,1,1,Treat.,Hispanic,0,,
875,21 days,47,0,1,1,Treat.,Hispanic,0,,
875,42 days,47,0,1,1,Treat.,Hispanic,0,,
875,90 days,47,0,1,1,Treat.,Hispanic,0,,
876,Baseline,36,1,1,1,Treat.,Hispanic,1,50,50
876,3 days,36,1,1,1,Treat.,Hispanic,1,50,60
876,21 days,36,1,1,1,Treat.,Hispanic,1,82,61
876,42 days,36,1,1,1,Treat.,Hispanic,1,50,
876,90 days,36,1,1,1,Treat.,Hispanic,1,,
877,Baseline,19,0,0,0,Treat.,African American,1,42,70
877,3 days,19,0,0,0,Treat.,African American,1,50,71
877,21 days,19,0,0,0,Treat.,African American,1,50,50
877,42 days,19,0,0,0,Treat.,African American,1,50,
877,90 days,19,0,0,0,Treat.,African American,1,,
878,Baseline,22,1,0,1,Treat.,African American,0,62,86
878,3 days,22,1,0,1,Treat.,African American,0,79,65
878,21 days,22,1,0,1,Treat.,African American,0,58,69
878,42 days,22,1,0,1,Treat.,African American,0,66,
878,90 days,22,1,0,1,Treat.,African American,0,59,50
879,Baseline,51,1,1,0,Treat.,African American,1,76,87
879,3 days,51,1,1,0,Treat.,African American,1,50,50
879,21 days,51,1,1,0,Treat.,African American,1,,
879,42 days,51,1,1,0,Treat.,African American,1,,
879,90 days,51,1,1,0,Treat.,African American,1,,
880,Baseline,26,1,0,1,Treat.,Hispanic,1,50,42
880,3 days,26,1,0,1,Treat.,Hispanic,1,50,50
880,21 days,26,1,0,1,Treat.,Hispanic,1,100,50
880,42 days,26,1,0,1,Treat.,Hispanic,1,64,
880,90 days,26,1,0,1,Treat.,Hispanic,1,50,50
881,Baseline,68,0,1,1,Treat.,African American,1,0,100
881,3 days,68,0,1,1,Treat.,African American,1,,
881,21 days,68,0,1,1,Treat.,African American,1,,
881,42 days,68,0,1,1,Treat.,African American,1,,
881,90 days,68,0,1,1,Treat.,African American,1,,
882,Baseline,73,1,1,1,Treat.,African American,1,0,100
882,3 days,73,1,1,1,Treat.,African American,1,,
882,21 days,73,1,1,1,Treat.,African American,1,,
882,42 days,73,1,1,1,Treat.,African American,1,,
882,90 days,73,1,1,1,Treat.,African American,1,,
883,Baseline,58,0,1,1,Cont.,Hispanic,0,50,0
883,3 days,58,0,1,1,Cont.,Hispanic,0,50,0
883,21 days,58,0,1,1,Cont.,Hispanic,0,50,5
883,42 days,58,0,1,1,Cont.,Hispanic,0,50,
883,90 days,58,0,1,1,Cont.,Hispanic,0,50,50
884,Baseline,42,1,1,1,Cont.,African American,0,50,100
884,3 days,42,1,1,1,Cont.,African American,0,,
884,21 days,42,1,1,1,Cont.,African American,0,,
884,42 days,42,1,1,1,Cont.,African American,0,,
884,90 days,42,1,1,1,Cont.,African American,0,,
885,Baseline,45,0,0,1,Cont.,African American,1,90,100
885,3 days,45,0,0,1,Cont.,African American,1,53,100
885,21 days,45,0,0,1,Cont.,African American,1,53,100
885,42 days,45,0,0,1,Cont.,African American,1,50,
885,90 days,45,0,0,1,Cont.,African American,1,50,100
886,Baseline,35,0,1,1,Treat.,African American,1,0,50
886,3 days,35,0,1,1,Treat.,African American,1,,
886,21 days,35,0,1,1,Treat.,African American,1,,
886,42 days,35,0,1,1,Treat.,African American,1,,
886,90 days,35,0,1,1,Treat.,African American,1,,
887,Baseline,58,1,1,1,Cont.,African American,1,50,100
887,3 days,58,1,1,1,Cont.,African American,1,,
887,21 days,58,1,1,1,Cont.,African American,1,,
887,42 days,58,1,1,1,Cont.,African American,1,,
887,90 days,58,1,1,1,Cont.,African American,1,,
888,Baseline,58,1,0,1,Cont.,Hispanic,1,50,50
888,3 days,58,1,0,1,Cont.,Hispanic,1,50,50
888,21 days,58,1,0,1,Cont.,Hispanic,1,50,50
888,42 days,58,1,0,1,Cont.,Hispanic,1,50,
888,90 days,58,1,0,1,Cont.,Hispanic,1,,
889,Baseline,26,1,0,1,Cont.,Hispanic,0,50,50
889,3 days,26,1,0,1,Cont.,Hispanic,0,100,50
889,21 days,26,1,0,1,Cont.,Hispanic,0,,
889,42 days,26,1,0,1,Cont.,Hispanic,0,,
889,90 days,26,1,0,1,Cont.,Hispanic,0,,
890,Baseline,26,0,0,0,Cont.,African American,0,50,50
890,3 days,26,0,0,0,Cont.,African American,0,,
890,21 days,26,0,0,0,Cont.,African American,0,,
890,42 days,26,0,0,0,Cont.,African American,0,,
890,90 days,26,0,0,0,Cont.,African American,0,,
891,Baseline,54,1,1,1,Cont.,Hispanic,0,50,100
891,3 days,54,1,1,1,Cont.,Hispanic,0,,
891,21 days,54,1,1,1,Cont.,Hispanic,0,,
891,42 days,54,1,1,1,Cont.,Hispanic,0,,
891,90 days,54,1,1,1,Cont.,Hispanic,0,,
892,Baseline,24,0,1,0,Cont.,African American,0,26,50
892,3 days,24,0,1,0,Cont.,African American,0,,
892,21 days,24,0,1,0,Cont.,African American,0,,
892,42 days,24,0,1,0,Cont.,African American,0,,
892,90 days,24,0,1,0,Cont.,African American,0,,
893,Baseline,49,1,1,1,Cont.,Hispanic,0,50,50
893,3 days,49,1,1,1,Cont.,Hispanic,0,,
893,21 days,49,1,1,1,Cont.,Hispanic,0,,
893,42 days,49,1,1,1,Cont.,Hispanic,0,,
893,90 days,49,1,1,1,Cont.,Hispanic,0,,
894,Baseline,29,1,0,0,Treat.,Hispanic,0,87,71
894,3 days,29,1,0,0,Treat.,Hispanic,0,,
894,21 days,29,1,0,0,Treat.,Hispanic,0,,
894,42 days,29,1,0,0,Treat.,Hispanic,0,,
894,90 days,29,1,0,0,Treat.,Hispanic,0,,
895,Baseline,31,0,0,0,Treat.,Hispanic,0,76,60
895,3 days,31,0,0,0,Treat.,Hispanic,0,,
895,21 days,31,0,0,0,Treat.,Hispanic,0,,
895,42 days,31,0,0,0,Treat.,Hispanic,0,,
895,90 days,31,0,0,0,Treat.,Hispanic,0,,
896,Baseline,66,1,1,1,Treat.,African American,1,63,100
896,3 days,66,1,1,1,Treat.,African American,1,,
896,21 days,66,1,1,1,Treat.,African American,1,,
896,42 days,66,1,1,1,Treat.,African American,1,,
896,90 days,66,1,1,1,Treat.,African American,1,,
897,Baseline,67,0,1,1,Treat.,African American,1,59,100
897,3 days,67,0,1,1,Treat.,African American,1,,
897,21 days,67,0,1,1,Treat.,African American,1,,
897,42 days,67,0,1,1,Treat.,African American,1,,
897,90 days,67,0,1,1,Treat.,African American,1,,
898,Baseline,30,1,1,1,Cont.,Hispanic,0,0,0
898,3 days,30,1,1,1,Cont.,Hispanic,0,,
898,21 days,30,1,1,1,Cont.,Hispanic,0,,
898,42 days,30,1,1,1,Cont.,Hispanic,0,,
898,90 days,30,1,1,1,Cont.,Hispanic,0,,
899,Baseline,66,0,0,1,Cont.,Hispanic,0,55,49
899,3 days,66,0,0,1,Cont.,Hispanic,0,,
899,21 days,66,0,0,1,Cont.,Hispanic,0,,
899,42 days,66,0,0,1,Cont.,Hispanic,0,,
899,90 days,66,0,0,1,Cont.,Hispanic,0,,
900,Baseline,20,0,1,1,Cont.,African American,1,50,90
900,3 days,20,0,1,1,Cont.,African American,1,,
900,21 days,20,0,1,1,Cont.,African American,1,40,50
900,42 days,20,0,1,1,Cont.,African American,1,50,
900,90 days,20,0,1,1,Cont.,African American,1,,
901,Baseline,61,1,1,1,Treat.,African American,1,50,50
901,3 days,61,1,1,1,Treat.,African American,1,,
901,21 days,61,1,1,1,Treat.,African American,1,50,100
901,42 days,61,1,1,1,Treat.,African American,1,,
901,90 days,61,1,1,1,Treat.,African American,1,,
902,Baseline,33,0,0,1,Treat.,African American,1,67,100
902,3 days,33,0,0,1,Treat.,African American,1,,
902,21 days,33,0,0,1,Treat.,African American,1,,
902,42 days,33,0,0,1,Treat.,African American,1,,
902,90 days,33,0,0,1,Treat.,African American,1,,
903,Baseline,51,0,0,1,Cont.,African American,1,50,50
903,3 days,51,0,0,1,Cont.,African American,1,50,50
903,21 days,51,0,0,1,Cont.,African American,1,,
903,42 days,51,0,0,1,Cont.,African American,1,50,
903,90 days,51,0,0,1,Cont.,African American,1,50,50
904,Baseline,21,1,0,1,Cont.,African American,1,50,95
904,3 days,21,1,0,1,Cont.,African American,1,50,50
904,21 days,21,1,0,1,Cont.,African American,1,50,100
904,42 days,21,1,0,1,Cont.,African American,1,50,
904,90 days,21,1,0,1,Cont.,African American,1,50,50
905,Baseline,55,0,1,1,Treat.,Hispanic,0,50,40
905,3 days,55,0,1,1,Treat.,Hispanic,0,,
