id,wave,age,female,voted_gen_14,voted_gen_12,treat_ind,racename,democrat,therm_trans,therm_obama
1,Baseline,19,1,1,0,Cont.,African American,0,50,75
1,3 days,19,1,1,0,Cont.,African American,0,,
1,21 days,19,1,1,0,Cont.,African American,0,,
1,42 days,19,1,1,0,Cont.,African American,0,,
1,90 days,19,1,1,0,Cont.,African American,0,,
2,Baseline,58,1,1,1,Cont.,African American,1,50,100
2,3 days,58,1,1,1,Cont.,African American,1,,
2,21 days,58,1,1,1,Cont.,African American,1,,
2,42 days,58,1,1,1,Cont.,African American,1,,
2,90 days,58,1,1,1,Cont.,African American,1,,
3,Baseline,29,0,0,1,Cont.,African American,1,0,83
3,3 days,29,0,0,1,Cont.,African American,1,3,71
3,21 days,29,0,0,1,Cont.,African American,1,29,50
3,42 days,29,0,0,1,Cont.,African American,1,5,
3,90 days,29,0,0,1,Cont.,African American,1,,
4,Baseline,59,1,1,0,Treat.,African American,1,100,100
4,3 days,59,1,1,0,Treat.,African American,1,97,100
4,21 days,59,1,1,0,Treat.,African American,1,86,100
4,42 days,59,1,1,0,Treat.,African American,1,62,
4,90 days,59,1,1,0,Treat.,African American,1,,
5,Baseline,35,1,1,1,Treat.,African American,1,50,100
5,3 days,35,1,1,1,Treat.,African American,1,100,100
5,21 days,35,1,1,1,Treat.,African American,1,100,100
5,42 days,35,1,1,1,Treat.,African American,1,100,
5,90 days,35,1,1,1,Treat.,African American,1,99,94
6,Baseline,51,1,1,1,Treat.,African American,1,50,95
6,3 days,51,1,1,1,Treat.,African American,1,,
6,21 days,51,1,1,1,Treat.,African American,1,,
6,42 days,51,1,1,1,Treat.,African American,1,,
6,90 days,51,1,1,1,Treat.,African American,1,,
7,Baseline,72,1,1,1,Cont.,African American,0,50,100
7,3 days,72,1,1,1,Cont.,African American,0,,
7,21 days,72,1,1,1,Cont.,African American,0,,
7,42 days,72,1,1,1,Cont.,African American,0,,
7,90 days,72,1,1,1,Cont.,African American,0,,
8,Baseline,63,1,1,1,Treat.,African American,1,50,100
8,3 days,63,1,1,1,Treat.,African American,1,50,100
8,21 days,63,1,1,1,Treat.,African American,1,50,50
8,42 days,63,1,1,1,Treat.,African American,1,50,
8,90 days,63,1,1,1,Treat.,African American,1,50,100
9,Baseline,65,0,1,1,Treat.,African American,0,50,100
9,3 days,65,0,1,1,Treat.,African American,0,50,100
9,21 days,65,0,1,1,Treat.,African American,0,50,100
9,42 days,65,0,1,1,Treat.,African American,0,49,
9,90 days,65,0,1,1,Treat.,African American,0,,
10,Baseline,51,1,1,1,Cont.,Caucasian,0,47,0
10,3 days,51,1,1,1,Cont.,Caucasian,0,30,0
10,21 days,51,1,1,1,Cont.,Caucasian,0,50,9
10,42 days,51,1,1,1,Cont.,Caucasian,0,50,
10,90 days,51,1,1,1,Cont.,Caucasian,0,50,0
11,Baseline,18,0,0,0,Cont.,Hispanic,0,54,100
11,3 days,18,0,0,0,Cont.,Hispanic,0,,
11,21 days,18,0,0,0,Cont.,Hispanic,0,,
11,42 days,18,0,0,0,Cont.,Hispanic,0,,
11,90 days,18,0,0,0,Cont.,Hispanic,0,,
12,Baseline,26,1,1,1,Cont.,African American,1,74,75
12,3 days,26,1,1,1,Cont.,African American,1,50,74
12,21 days,26,1,1,1,Cont.,African American,1,50,50
12,42 days,26,1,1,1,Cont.,African American,1,50,
12,90 days,26,1,1,1,Cont.,African American,1,50,77
13,Baseline,45,1,0,1,Cont.,Hispanic,1,100,100
13,3 days,45,1,0,1,Cont.,Hispanic,1,,
13,21 days,45,1,0,1,Cont.,Hispanic,1,,
13,42 days,45,1,0,1,Cont.,Hispanic,1,,
13,90 days,45,1,0,1,Cont.,Hispanic,1,,
14,Baseline,18,1,0,0,Cont.,Hispanic,1,100,100
14,3 days,18,1,0,0,Cont.,Hispanic,1,,
14,21 days,18,1,0,0,Cont.,Hispanic,1,,
14,42 days,18,1,0,0,Cont.,Hispanic,1,,
14,90 days,18,1,0,0,Cont.,Hispanic,1,,
15,Baseline,62,1,1,1,Treat.,African American,1,76,100
15,3 days,62,1,1,1,Treat.,African American,1,84,100
15,21 days,62,1,1,1,Treat.,African American,1,,
15,42 days,62,1,1,1,Treat.,African American,1,72,
15,90 days,62,1,1,1,Treat.,African American,1,62,50
16,Baseline,20,0,1,0,Treat.,African American,1,50,100
16,3 days,20,0,1,0,Treat.,African American,1,50,100
16,21 days,20,0,1,0,Treat.,African American,1,,
16,42 days,20,0,1,0,Treat.,African American,1,,
16,90 days,20,0,1,0,Treat.,African American,1,50,50
17,Baseline,51,1,1,1,Treat.,African American,1,100,100
17,3 days,51,1,1,1,Treat.,African American,1,,
17,21 days,51,1,1,1,Treat.,African American,1,,
17,42 days,51,1,1,1,Treat.,African American,1,,
17,90 days,51,1,1,1,Treat.,African American,1,,
18,Baseline,41,1,1,1,Treat.,Caucasian,0,100,89
18,3 days,41,1,1,1,Treat.,Caucasian,0,,
18,21 days,41,1,1,1,Treat.,Caucasian,0,,
18,42 days,41,1,1,1,Treat.,Caucasian,0,,
18,90 days,41,1,1,1,Treat.,Caucasian,0,,
19,Baseline,41,0,1,1,Treat.,Hispanic,0,100,77
19,3 days,41,0,1,1,Treat.,Hispanic,0,,
19,21 days,41,0,1,1,Treat.,Hispanic,0,,
19,42 days,41,0,1,1,Treat.,Hispanic,0,,
19,90 days,41,0,1,1,Treat.,Hispanic,0,,
20,Baseline,39,0,1,1,Treat.,African American,1,100,100
20,3 days,39,0,1,1,Treat.,African American,1,,
20,21 days,39,0,1,1,Treat.,African American,1,,
20,42 days,39,0,1,1,Treat.,African American,1,,
20,90 days,39,0,1,1,Treat.,African American,1,,
21,Baseline,68,1,1,1,Treat.,Caucasian,1,50,50
21,3 days,68,1,1,1,Treat.,Caucasian,1,,
21,21 days,68,1,1,1,Treat.,Caucasian,1,,
21,42 days,68,1,1,1,Treat.,Caucasian,1,,
21,90 days,68,1,1,1,Treat.,Caucasian,1,,
22,Baseline,72,0,1,1,Treat.,African American,1,0,100
22,3 days,72,0,1,1,Treat.,African American,1,,
22,21 days,72,0,1,1,Treat.,African American,1,,
22,42 days,72,0,1,1,Treat.,African American,1,,
22,90 days,72,0,1,1,Treat.,African American,1,,
23,Baseline,37,0,1,1,Cont.,Caucasian,0,50,0
23,3 days,37,0,1,1,Cont.,Caucasian,0,,
23,21 days,37,0,1,1,Cont.,Caucasian,0,,
23,42 days,37,0,1,1,Cont.,Caucasian,0,50,
23,90 days,37,0,1,1,Cont.,Caucasian,0,,
24,Baseline,17,1,0,0,Cont.,African American,1,66,88
24,3 days,17,1,0,0,Cont.,African American,1,,
24,21 days,17,1,0,0,Cont.,African American,1,,
24,42 days,17,1,0,0,Cont.,African American,1,,
24,90 days,17,1,0,0,Cont.,African American,1,,
25,Baseline,51,1,1,1,Cont.,Caucasian,0,50,7
25,3 days,51,1,1,1,Cont.,Caucasian,0,50,23
25,21 days,51,1,1,1,Cont.,Caucasian,0,50,30
25,42 days,51,1,1,1,Cont.,Caucasian,0,50,
25,90 days,51,1,1,1,Cont.,Caucasian,0,78,50
26,Baseline,56,1,1,1,Treat.,African American,1,51,100
26,3 days,56,1,1,1,Treat.,African American,1,,
26,21 days,56,1,1,1,Treat.,African American,1,,
26,42 days,56,1,1,1,Treat.,African American,1,,
26,90 days,56,1,1,1,Treat.,African American,1,,
27,Baseline,26,0,1,1,Cont.,African American,1,25,100
27,3 days,26,0,1,1,Cont.,African American,1,,
27,21 days,26,0,1,1,Cont.,African American,1,,
27,42 days,26,0,1,1,Cont.,African American,1,,
27,90 days,26,0,1,1,Cont.,African American,1,,
28,Baseline,69,1,1,1,Cont.,African American,1,60,100
28,3 days,69,1,1,1,Cont.,African American,1,,
28,21 days,69,1,1,1,Cont.,African American,1,,
28,42 days,69,1,1,1,Cont.,African American,1,,
28,90 days,69,1,1,1,Cont.,African American,1,,
29,Baseline,68,0,1,1,Cont.,African American,1,50,100
29,3 days,68,0,1,1,Cont.,African American,1,,
29,21 days,68,0,1,1,Cont.,African American,1,,
29,42 days,68,0,1,1,Cont.,African American,1,,
29,90 days,68,0,1,1,Cont.,African American,1,,
30,Baseline,55,0,0,1,Treat.,African American,1,50,100
30,3 days,55,0,0,1,Treat.,African American,1,,
30,21 days,55,0,0,1,Treat.,African American,1,,
30,42 days,55,0,0,1,Treat.,African American,1,,
30,90 days,55,0,0,1,Treat.,African American,1,,
31,Baseline,34,1,0,1,Treat.,African American,1,87,100
31,3 days,34,1,0,1,Treat.,African American,1,,
31,21 days,34,1,0,1,Treat.,African American,1,,
31,42 days,34,1,0,1,Treat.,African American,1,,
31,90 days,34,1,0,1,Treat.,African American,1,,
32,Baseline,37,1,1,1,Treat.,Hispanic,1,50,100
32,3 days,37,1,1,1,Treat.,Hispanic,1,,
32,21 days,37,1,1,1,Treat.,Hispanic,1,,
32,42 days,37,1,1,1,Treat.,Hispanic,1,,
32,90 days,37,1,1,1,Treat.,Hispanic,1,,
33,Baseline,40,1,1,1,Treat.,African American,1,54,100
33,3 days,40,1,1,1,Treat.,African American,1,,
33,21 days,40,1,1,1,Treat.,African American,1,,
33,42 days,40,1,1,1,Treat.,African American,1,,
33,90 days,40,1,1,1,Treat.,African American,1,,
34,Baseline,30,1,1,1,Treat.,African American,1,77,100
34,3 days,30,1,1,1,Treat.,African American,1,,
34,21 days,30,1,1,1,Treat.,African American,1,,
34,42 days,30,1,1,1,Treat.,African American,1,,
34,90 days,30,1,1,1,Treat.,African American,1,,
35,Baseline,70,0,1,1,Cont.,African American,1,50,97
35,3 days,70,0,1,1,Cont.,African American,1,,
35,21 days,70,0,1,1,Cont.,African American,1,,
35,42 days,70,0,1,1,Cont.,African American,1,,
35,90 days,70,0,1,1,Cont.,African American,1,,
36,Baseline,53,1,1,1,Cont.,African American,1,50,100
36,3 days,53,1,1,1,Cont.,African American,1,,
36,21 days,53,1,1,1,Cont.,African American,1,,
36,42 days,53,1,1,1,Cont.,African American,1,,
36,90 days,53,1,1,1,Cont.,African American,1,,
37,Baseline,44,1,1,1,Cont.,African American,1,50,100
37,3 days,44,1,1,1,Cont.,African American,1,,
37,21 days,44,1,1,1,Cont.,African American,1,,
37,42 days,44,1,1,1,Cont.,African American,1,,
37,90 days,44,1,1,1,Cont.,African American,1,,
38,Baseline,36,1,1,1,Treat.,African American,1,50,97
38,3 days,36,1,1,1,Treat.,African American,1,,
38,21 days,36,1,1,1,Treat.,African American,1,,
38,42 days,36,1,1,1,Treat.,African American,1,,
38,90 days,36,1,1,1,Treat.,African American,1,,
39,Baseline,61,1,1,1,Treat.,African American,1,50,91
39,3 days,61,1,1,1,Treat.,African American,1,,
39,21 days,61,1,1,1,Treat.,African American,1,,
39,42 days,61,1,1,1,Treat.,African American,1,,
39,90 days,61,1,1,1,Treat.,African American,1,,
40,Baseline,68,0,1,1,Treat.,African American,1,41,100
40,3 days,68,0,1,1,Treat.,African American,1,,
40,21 days,68,0,1,1,Treat.,African American,1,,
40,42 days,68,0,1,1,Treat.,African American,1,,
40,90 days,68,0,1,1,Treat.,African American,1,,
41,Baseline,31,1,1,1,Cont.,African American,0,50,70
41,3 days,31,1,1,1,Cont.,African American,0,,
41,21 days,31,1,1,1,Cont.,African American,0,,
41,42 days,31,1,1,1,Cont.,African American,0,,
41,90 days,31,1,1,1,Cont.,African American,0,,
42,Baseline,52,1,1,1,Treat.,African American,1,50,74
42,3 days,52,1,1,1,Treat.,African American,1,,
42,21 days,52,1,1,1,Treat.,African American,1,,
42,42 days,52,1,1,1,Treat.,African American,1,,
42,90 days,52,1,1,1,Treat.,African American,1,,
43,Baseline,46,1,0,0,Cont.,African American,0,0,0
43,3 days,46,1,0,0,Cont.,African American,0,,
43,21 days,46,1,0,0,Cont.,African American,0,,
43,42 days,46,1,0,0,Cont.,African American,0,,
43,90 days,46,1,0,0,Cont.,African American,0,,
44,Baseline,37,1,0,0,Cont.,African American,1,0,3
44,3 days,37,1,0,0,Cont.,African American,1,,
44,21 days,37,1,0,0,Cont.,African American,1,,
44,42 days,37,1,0,0,Cont.,African American,1,,
44,90 days,37,1,0,0,Cont.,African American,1,,
45,Baseline,66,1,0,1,Cont.,African American,0,0,0
45,3 days,66,1,0,1,Cont.,African American,0,,
45,21 days,66,1,0,1,Cont.,African American,0,,
45,42 days,66,1,0,1,Cont.,African American,0,,
45,90 days,66,1,0,1,Cont.,African American,0,,
46,Baseline,35,1,0,0,Treat.,Caucasian,0,84,81
46,3 days,35,1,0,0,Treat.,Caucasian,0,,
46,21 days,35,1,0,0,Treat.,Caucasian,0,,
46,42 days,35,1,0,0,Treat.,Caucasian,0,,
46,90 days,35,1,0,0,Treat.,Caucasian,0,,
47,Baseline,76,0,1,1,Treat.,Hispanic,0,50,50
47,3 days,76,0,1,1,Treat.,Hispanic,0,,
47,21 days,76,0,1,1,Treat.,Hispanic,0,,
47,42 days,76,0,1,1,Treat.,Hispanic,0,,
47,90 days,76,0,1,1,Treat.,Hispanic,0,,
48,Baseline,26,1,0,1,Treat.,Hispanic,0,50,9
48,3 days,26,1,0,1,Treat.,Hispanic,0,,
48,21 days,26,1,0,1,Treat.,Hispanic,0,,
48,42 days,26,1,0,1,Treat.,Hispanic,0,,
48,90 days,26,1,0,1,Treat.,Hispanic,0,,
49,Baseline,21,1,0,1,Treat.,African American,1,0,100
49,3 days,21,1,0,1,Treat.,African American,1,,
49,21 days,21,1,0,1,Treat.,African American,1,,
49,42 days,21,1,0,1,Treat.,African American,1,,
49,90 days,21,1,0,1,Treat.,African American,1,,
50,Baseline,24,0,0,1,Treat.,African American,1,0,100
50,3 days,24,0,0,1,Treat.,African American,1,,
50,21 days,24,0,0,1,Treat.,African American,1,,
50,42 days,24,0,0,1,Treat.,African American,1,,
50,90 days,24,0,0,1,Treat.,African American,1,,
51,Baseline,69,1,1,1,Treat.,African American,1,11,100
51,3 days,69,1,1,1,Treat.,African American,1,,
51,21 days,69,1,1,1,Treat.,African American,1,,
51,42 days,69,1,1,1,Treat.,African American,1,,
51,90 days,69,1,1,1,Treat.,African American,1,,
52,Baseline,79,0,1,1,Cont.,Caucasian,0,50,50
52,3 days,79,0,1,1,Cont.,Caucasian,0,,
52,21 days,79,0,1,1,Cont.,Caucasian,0,,
52,42 days,79,0,1,1,Cont.,Caucasian,0,,
52,90 days,79,0,1,1,Cont.,Caucasian,0,,
53,Baseline,58,0,1,1,Treat.,African American,1,50,50
53,3 days,58,0,1,1,Treat.,African American,1,,
53,21 days,58,0,1,1,Treat.,African American,1,,
53,42 days,58,0,1,1,Treat.,African American,1,,
53,90 days,58,0,1,1,Treat.,African American,1,,
54,Baseline,31,0,0,1,Cont.,African American,0,50,90
54,3 days,31,0,0,1,Cont.,African American,0,,
54,21 days,31,0,0,1,Cont.,African American,0,,
54,42 days,31,0,0,1,Cont.,African American,0,,
54,90 days,31,0,0,1,Cont.,African American,0,,
55,Baseline,27,1,1,1,Treat.,African American,1,50,100
55,3 days,27,1,1,1,Treat.,African American,1,,
55,21 days,27,1,1,1,Treat.,African American,1,,
55,42 days,27,1,1,1,Treat.,African American,1,,
55,90 days,27,1,1,1,Treat.,African American,1,,
56,Baseline,46,0,0,1,Treat.,African American,1,8,100
56,3 days,46,0,0,1,Treat.,African American,1,,
56,21 days,46,0,0,1,Treat.,African American,1,,
56,42 days,46,0,0,1,Treat.,African American,1,,
56,90 days,46,0,0,1,Treat.,African American,1,,
57,Baseline,51,1,0,1,Cont.,Hispanic,1,92,60
57,3 days,51,1,0,1,Cont.,Hispanic,1,,
57,21 days,51,1,0,1,Cont.,Hispanic,1,,
57,42 days,51,1,0,1,Cont.,Hispanic,1,,
57,90 days,51,1,0,1,Cont.,Hispanic,1,,
58,Baseline,83,1,1,1,Cont.,Hispanic,0,50,22
58,3 days,83,1,1,1,Cont.,Hispanic,0,,
58,21 days,83,1,1,1,Cont.,Hispanic,0,,
58,42 days,83,1,1,1,Cont.,Hispanic,0,,
58,90 days,83,1,1,1,Cont.,Hispanic,0,,
59,Baseline,53,1,0,1,Treat.,Caucasian,0,100,95
59,3 days,53,1,0,1,Treat.,Caucasian,0,50,50
59,21 days,53,1,0,1,Treat.,Caucasian,0,100,70
59,42 days,53,1,0,1,Treat.,Caucasian,0,50,
59,90 days,53,1,0,1,Treat.,Caucasian,0,100,76
60,Baseline,48,0,1,1,Cont.,Hispanic,0,0,50
60,3 days,48,0,1,1,Cont.,Hispanic,0,,
60,21 days,48,0,1,1,Cont.,Hispanic,0,,
60,42 days,48,0,1,1,Cont.,Hispanic,0,,
60,90 days,48,0,1,1,Cont.,Hispanic,0,,
61,Baseline,30,1,1,1,Cont.,Hispanic,0,21,50
61,3 days,30,1,1,1,Cont.,Hispanic,0,,
61,21 days,30,1,1,1,Cont.,Hispanic,0,,
61,42 days,30,1,1,1,Cont.,Hispanic,0,,
61,90 days,30,1,1,1,Cont.,Hispanic,0,,
62,Baseline,19,1,1,0,Treat.,Caucasian,0,100,70
62,3 days,19,1,1,0,Treat.,Caucasian,0,,
62,21 days,19,1,1,0,Treat.,Caucasian,0,,
62,42 days,19,1,1,0,Treat.,Caucasian,0,,
62,90 days,19,1,1,0,Treat.,Caucasian,0,,
63,Baseline,66,1,1,1,Treat.,Hispanic,1,64,88
63,3 days,66,1,1,1,Treat.,Hispanic,1,89,94
63,21 days,66,1,1,1,Treat.,Hispanic,1,84,87
63,42 days,66,1,1,1,Treat.,Hispanic,1,70,
63,90 days,66,1,1,1,Treat.,Hispanic,1,50,50
64,Baseline,54,1,0,1,Cont.,Hispanic,0,50,70
64,3 days,54,1,0,1,Cont.,Hispanic,0,,
64,21 days,54,1,0,1,Cont.,Hispanic,0,,
64,42 days,54,1,0,1,Cont.,Hispanic,0,,
64,90 days,54,1,0,1,Cont.,Hispanic,0,,
65,Baseline,35,1,0,1,Treat.,African American,0,0,0
65,3 days,35,1,0,1,Treat.,African American,0,,
65,21 days,35,1,0,1,Treat.,African American,0,,
65,42 days,35,1,0,1,Treat.,African American,0,,
65,90 days,35,1,0,1,Treat.,African American,0,,
66,Baseline,64,1,1,1,Cont.,African American,1,36,100
66,3 days,64,1,1,1,Cont.,African American,1,30,100
66,21 days,64,1,1,1,Cont.,African American,1,36,100
66,42 days,64,1,1,1,Cont.,African American,1,40,
66,90 days,64,1,1,1,Cont.,African American,1,50,100
67,Baseline,57,1,1,1,Cont.,Caucasian,1,80,83
67,3 days,57,1,1,1,Cont.,Caucasian,1,59,50
67,21 days,57,1,1,1,Cont.,Caucasian,1,57,84
67,42 days,57,1,1,1,Cont.,Caucasian,1,50,
67,90 days,57,1,1,1,Cont.,Caucasian,1,75,50
68,Baseline,31,0,0,1,Cont.,African American,1,50,50
68,3 days,31,0,0,1,Cont.,African American,1,,
68,21 days,31,0,0,1,Cont.,African American,1,,
68,42 days,31,0,0,1,Cont.,African American,1,,
68,90 days,31,0,0,1,Cont.,African American,1,,
69,Baseline,70,0,1,1,Treat.,African American,1,50,50
69,3 days,70,0,1,1,Treat.,African American,1,,
69,21 days,70,0,1,1,Treat.,African American,1,,
69,42 days,70,0,1,1,Treat.,African American,1,,
69,90 days,70,0,1,1,Treat.,African American,1,,
70,Baseline,39,1,0,1,Cont.,African American,1,50,80
70,3 days,39,1,0,1,Cont.,African American,1,,
70,21 days,39,1,0,1,Cont.,African American,1,,
70,42 days,39,1,0,1,Cont.,African American,1,,
70,90 days,39,1,0,1,Cont.,African American,1,70,50
71,Baseline,61,0,1,0,Cont.,Hispanic,0,50,9
71,3 days,61,0,1,0,Cont.,Hispanic,0,50,50
71,21 days,61,0,1,0,Cont.,Hispanic,0,50,11
71,42 days,61,0,1,0,Cont.,Hispanic,0,50,
71,90 days,61,0,1,0,Cont.,Hispanic,0,54,0
72,Baseline,46,1,1,1,Cont.,African American,1,50,100
72,3 days,46,1,1,1,Cont.,African American,1,,
72,21 days,46,1,1,1,Cont.,African American,1,,
72,42 days,46,1,1,1,Cont.,African American,1,,
72,90 days,46,1,1,1,Cont.,African American,1,,
73,Baseline,57,1,0,1,Treat.,African American,1,50,0
73,3 days,57,1,0,1,Treat.,African American,1,,
73,21 days,57,1,0,1,Treat.,African American,1,50,50
73,42 days,57,1,0,1,Treat.,African American,1,,
73,90 days,57,1,0,1,Treat.,African American,1,,
74,Baseline,82,1,1,1,Treat.,Hispanic,1,50,28
74,3 days,82,1,1,1,Treat.,Hispanic,1,50,50
74,21 days,82,1,1,1,Treat.,Hispanic,1,,
74,42 days,82,1,1,1,Treat.,Hispanic,1,,
74,90 days,82,1,1,1,Treat.,Hispanic,1,,
75,Baseline,72,1,1,1,Cont.,African American,1,50,50
75,3 days,72,1,1,1,Cont.,African American,1,,
75,21 days,72,1,1,1,Cont.,African American,1,,
75,42 days,72,1,1,1,Cont.,African American,1,,
75,90 days,72,1,1,1,Cont.,African American,1,,
76,Baseline,75,0,1,1,Cont.,African American,1,50,50
76,3 days,75,0,1,1,Cont.,African American,1,,
76,21 days,75,0,1,1,Cont.,African American,1,,
76,42 days,75,0,1,1,Cont.,African American,1,,
76,90 days,75,0,1,1,Cont.,African American,1,27,50
77,Baseline,73,1,1,1,Treat.,African American,1,50,100
77,3 days,73,1,1,1,Treat.,African American,1,,
77,21 days,73,1,1,1,Treat.,African American,1,,
77,42 days,73,1,1,1,Treat.,African American,1,,
77,90 days,73,1,1,1,Treat.,African American,1,,
78,Baseline,48,1,1,1,Treat.,Hispanic,1,50,100
78,3 days,48,1,1,1,Treat.,Hispanic,1,,
78,21 days,48,1,1,1,Treat.,Hispanic,1,,
78,42 days,48,1,1,1,Treat.,Hispanic,1,,
78,90 days,48,1,1,1,Treat.,Hispanic,1,,
79,Baseline,50,1,1,1,Treat.,African American,1,50,91
79,3 days,50,1,1,1,Treat.,African American,1,81,90
79,21 days,50,1,1,1,Treat.,African American,1,71,50
79,42 days,50,1,1,1,Treat.,African American,1,75,
79,90 days,50,1,1,1,Treat.,African American,1,90,50
80,Baseline,58,1,0,1,Cont.,African American,1,50,100
80,3 days,58,1,0,1,Cont.,African American,1,50,100
80,21 days,58,1,0,1,Cont.,African American,1,50,100
80,42 days,58,1,0,1,Cont.,African American,1,50,
80,90 days,58,1,0,1,Cont.,African American,1,50,50
81,Baseline,21,1,0,1,Cont.,Hispanic,0,50,0
81,3 days,21,1,0,1,Cont.,Hispanic,0,,
81,21 days,21,1,0,1,Cont.,Hispanic,0,,
81,42 days,21,1,0,1,Cont.,Hispanic,0,,
81,90 days,21,1,0,1,Cont.,Hispanic,0,,
82,Baseline,23,1,0,0,Treat.,Caucasian,0,100,86
82,3 days,23,1,0,0,Treat.,Caucasian,0,100,88
82,21 days,23,1,0,0,Treat.,Caucasian,0,100,50
82,42 days,23,1,0,0,Treat.,Caucasian,0,50,
82,90 days,23,1,0,0,Treat.,Caucasian,0,,
83,Baseline,40,1,0,0,Treat.,Caucasian,0,100,88
83,3 days,40,1,0,0,Treat.,Caucasian,0,100,81
83,21 days,40,1,0,0,Treat.,Caucasian,0,100,80
83,42 days,40,1,0,0,Treat.,Caucasian,0,50,
83,90 days,40,1,0,0,Treat.,Caucasian,0,,
84,Baseline,68,1,0,1,Treat.,Caucasian,0,100,74
84,3 days,68,1,0,1,Treat.,Caucasian,0,100,60
84,21 days,68,1,0,1,Treat.,Caucasian,0,99,75
84,42 days,68,1,0,1,Treat.,Caucasian,0,98,
84,90 days,68,1,0,1,Treat.,Caucasian,0,95,50
85,Baseline,22,1,0,0,Treat.,African American,1,50,50
85,3 days,22,1,0,0,Treat.,African American,1,,
85,21 days,22,1,0,0,Treat.,African American,1,,
85,42 days,22,1,0,0,Treat.,African American,1,,
85,90 days,22,1,0,0,Treat.,African American,1,,
86,Baseline,63,1,1,1,Treat.,African American,0,10,75
86,3 days,63,1,1,1,Treat.,African American,0,,
86,21 days,63,1,1,1,Treat.,African American,0,,
86,42 days,63,1,1,1,Treat.,African American,0,,
86,90 days,63,1,1,1,Treat.,African American,0,,
87,Baseline,19,1,0,0,Cont.,African American,1,66,89
87,3 days,19,1,0,0,Cont.,African American,1,,
87,21 days,19,1,0,0,Cont.,African American,1,,
87,42 days,19,1,0,0,Cont.,African American,1,,
87,90 days,19,1,0,0,Cont.,African American,1,,
88,Baseline,45,1,0,1,Cont.,Hispanic,0,0,50
88,3 days,45,1,0,1,Cont.,Hispanic,0,,
88,21 days,45,1,0,1,Cont.,Hispanic,0,,
88,42 days,45,1,0,1,Cont.,Hispanic,0,,
88,90 days,45,1,0,1,Cont.,Hispanic,0,,
89,Baseline,28,1,0,1,Treat.,African American,0,14,100
89,3 days,28,1,0,1,Treat.,African American,0,19,81
89,21 days,28,1,0,1,Treat.,African American,0,27,83
89,42 days,28,1,0,1,Treat.,African American,0,17,
89,90 days,28,1,0,1,Treat.,African American,0,22,81
90,Baseline,25,0,1,1,Treat.,Hispanic,0,23,25
90,3 days,25,0,1,1,Treat.,Hispanic,0,,
90,21 days,25,0,1,1,Treat.,Hispanic,0,,
90,42 days,25,0,1,1,Treat.,Hispanic,0,,
90,90 days,25,0,1,1,Treat.,Hispanic,0,,
91,Baseline,26,1,1,1,Treat.,Hispanic,0,81,78
91,3 days,26,1,1,1,Treat.,Hispanic,0,,
91,21 days,26,1,1,1,Treat.,Hispanic,0,,
91,42 days,26,1,1,1,Treat.,Hispanic,0,,
91,90 days,26,1,1,1,Treat.,Hispanic,0,,
92,Baseline,58,1,1,0,Cont.,African American,1,50,50
92,3 days,58,1,1,0,Cont.,African American,1,50,50
92,21 days,58,1,1,0,Cont.,African American,1,50,42
92,42 days,58,1,1,0,Cont.,African American,1,50,
92,90 days,58,1,1,0,Cont.,African American,1,50,50
93,Baseline,22,0,1,0,Cont.,African American,0,50,50
93,3 days,22,0,1,0,Cont.,African American,0,50,50
93,21 days,22,0,1,0,Cont.,African American,0,50,50
93,42 days,22,0,1,0,Cont.,African American,0,50,
93,90 days,22,0,1,0,Cont.,African American,0,50,50
94,Baseline,18,1,0,0,Cont.,African American,1,50,100
94,3 days,18,1,0,0,Cont.,African American,1,,
94,21 days,18,1,0,0,Cont.,African American,1,,
94,42 days,18,1,0,0,Cont.,African American,1,,
94,90 days,18,1,0,0,Cont.,African American,1,,
95,Baseline,31,0,0,0,Cont.,Hispanic,0,50,50
95,3 days,31,0,0,0,Cont.,Hispanic,0,50,50
95,21 days,31,0,0,0,Cont.,Hispanic,0,50,50
95,42 days,31,0,0,0,Cont.,Hispanic,0,50,
95,90 days,31,0,0,0,Cont.,Hispanic,0,,
96,Baseline,17,0,0,0,Cont.,Hispanic,0,50,50
96,3 days,17,0,0,0,Cont.,Hispanic,0,50,50
96,21 days,17,0,0,0,Cont.,Hispanic,0,50,50
96,42 days,17,0,0,0,Cont.,Hispanic,0,50,
96,90 days,17,0,0,0,Cont.,Hispanic,0,,
97,Baseline,40,0,1,1,Cont.,Hispanic,1,60,100
97,3 days,40,0,1,1,Cont.,Hispanic,1,50,50
97,21 days,40,0,1,1,Cont.,Hispanic,1,50,100
97,42 days,40,0,1,1,Cont.,Hispanic,1,50,
97,90 days,40,0,1,1,Cont.,Hispanic,1,50,50
98,Baseline,88,1,0,1,Cont.,Hispanic,1,83,77
98,3 days,88,1,0,1,Cont.,Hispanic,1,,
98,21 days,88,1,0,1,Cont.,Hispanic,1,,
98,42 days,88,1,0,1,Cont.,Hispanic,1,,
98,90 days,88,1,0,1,Cont.,Hispanic,1,,
99,Baseline,53,1,0,1,Cont.,Hispanic,0,67,38
99,3 days,53,1,0,1,Cont.,Hispanic,0,,
99,21 days,53,1,0,1,Cont.,Hispanic,0,,
99,42 days,53,1,0,1,Cont.,Hispanic,0,,
99,90 days,53,1,0,1,Cont.,Hispanic,0,,
100,Baseline,23,0,1,1,Cont.,Hispanic,0,70,85
